Unnamed: 0.1,Unnamed: 0,type,date,url,text,user,user_url,user_location,followers,following,account_creation_date,tweet_likes,quotes,retweets,antisemitic_post,non_antisemitic_post,country
29,29,tweet,2023-10-13 06:26:59+00:00,https://twitter.com/AmyMek/status/1712716545867329825,"The left-wing media and some so-called conservatives who have spent years calling me a ""Nazi"" and an ""Islamophobe"" while they harassed and stalked my Jewish family are now all supporting a county and Islamic groups that want to wipe every Jew off the planet, kill gay people, rape infidel women, and make every non-Muslim either convert, pay a tax, or be killed.\n\nIslam is a global movement, the goal of which is to bring every living human being on the planet under its crushing totalitarian rule, the likes of which has never before been seen.\n\nNo other movement, not even Fascism or Communism, has been so determined to conquer the world and rule with such rigid, detailed, complete control over the day-to-day activities of the lives of everyone on the planet.\n\nI will continue to call Islam what it is....\n\nA toxic ideology, a death cult, or even a death sentence. In fact, Islam, among other things, is a vicious political movement that gives itself a mantle of respectability and gets away with its actions only by providing itself with the ""cloaking device"" of religion. Islam is totalitarianism. It wants to conquer you and kill you and yours. It wants to destroy everything you value.\n\nRecognize and reject Islam, which has as a central commandment to erase the Infidel -- that's you -- from the face of the earth.\n\nDo not say I did not warn you...\n\nRead: https://t.co/2O2lTt4uaM",AmyMek,https://x.com/AmyMek,NYC,392622,3672,17/11/2012,2434,35,783,FALSE,TRUE,United States of America
30,30,tweet,2023-10-30 01:57:18+00:00,https://twitter.com/DefiyantlyFree/status/1718809269233996125,"George Soros funnels money to the NGOs to help bring illegals accross the border. Then he funnels 15 million since 2016 to groups who are all the organizers of these pro-Hamas rallies. \n\nI mean, this doesn’t surprise me because he turned in Jews during the times of Nazi Germany, his own interview. \n\nWhat does shock me is that not one republican has even said one word about him in Congress, or would like to launch an investigation into the one man who funds the de-stabilization of an entire nation.",DefiyantlyFree,https://x.com/DefiyantlyFree,Unknown,158870,1506,18/08/2022,809,13,351,TRUE,FALSE,Unknown
31,31,tweet,2023-10-20 20:50:25+00:00,https://twitter.com/jakeshieldsajj/status/1715470550292951384,This is the picture that all your favorite right-wing influences are saying proves Greta hates “the Jews”\n\nThat is a toy because she is autistic not a dog whistle that she's a Nazi \n\nI feel stupid for having to even point this out \n\nThe right is Just as stupid as BLM and will also invent racism,jakeshieldsajj,https://x.com/jakeshieldsajj,Unknown,652512,1406,06/10/2009,7221,71,1181,FALSE,TRUE,Unknown
32,32,tweet,2023-10-07 13:27:15+00:00,https://twitter.com/AdamAlbilya/status/1710647981551079734,"At least 40 were murdered & 740 injured by Nazi terrorists, and possibly dozens more are going through sadistic torture in captivity as we speak 💔 \n\nMeanwhile, mass Nazi parades celebrate the slaughter of Jews all across Judea & Samaria, and even Lebanon \n\nCelebrations include dispensing candies, chanting genocidal Jew-hating chants & slogans, praising mass murderers of Jews e.g. Mohammed Deif, and many. Many. Many more.",AdamAlbilya,https://x.com/AdamAlbilya,Unknown,15366,401,23/12/2022,94,4,64,FALSE,TRUE,Unknown
33,33,tweet,2023-10-13 04:05:06+00:00,https://twitter.com/MutahNapoleon/status/1712680837785796617,"A genocide is literally happening in #Gaza, while the world is watching. European Jews who escaped to #Palestine fleeing oppression of the Nazi’s are now doing the same exact thing to the Palestinians. May Allah protect our brothers and sisters and aid them against their enemies",MutahNapoleon,https://x.com/MutahNapoleon,SaudiArabia/USA,75642,756,10/03/2009,1360,8,488,TRUE,FALSE,"Unknown

United States of America"
34,34,tweet,2023-10-18 18:20:00+00:00,https://twitter.com/Jason_R_Burt/status/1714707919231430817,"After being taken prisoner in December of 1944, Master Sgt. Roderick Edmonds found himself as the ranking NCO at a German POW camp. 🪖\n\nThe Nazi Commandant ordered him to ID the Jews from the 1275 American POWs. With a gun to his head, Edmonds declared “We are all Jews here.” https://t.co/ZHDjGj4Hm6",Jason_R_Burt,https://x.com/Jason_R_Burt,"Clarksburg, CA",15589,257,12/09/2020,983,12,230,FALSE,TRUE,United States of America
35,35,tweet,2023-10-14 18:04:02+00:00,https://twitter.com/Empire1872/status/1713254348514308301,Celtic fans like to shout that Rangers fans are Nazi’s yet here is Celtic fan publicly taunting Jews for what the Nazi’s done to them in WW2. Is there any Terrorist organisation that murders children/women Celtic fans don’t support? It’s hard to keep up. \n\nhttps://t.co/IB3zM5RltM,Empire1872,https://x.com/Empire1872,"Everywhere, anywhere….",8729,1061,24/07/2011,529,9,82,TRUE,FALSE,Unknown
36,36,tweet,2023-10-18 12:49:40+00:00,https://twitter.com/jacksonhinklle/status/1714624789388611665,"🇮🇱🇵🇸 You got WRECKED Piers, stop pushing Zionist propaganda @piersmorgan https://t.co/VmlNdBmT1m",jacksonhinklle,https://x.com/jacksonhinklle,"Miami, FL",2518097,363,18/07/2019,57978,391,14508,TRUE,FALSE,United States of America
37,37,tweet,2023-10-24 14:45:27+00:00,https://twitter.com/jacksonhinklle/status/1716828253120516414,🇮🇱 @Israel was this child a “Hamas target” too?\n\n🇮🇱 STOP THE ZIONIST LIES https://t.co/iV1RAzXD1f,jacksonhinklle,https://x.com/jacksonhinklle,"Miami, FL",2518097,363,18/07/2019,43936,245,10774,TRUE,FALSE,United States of America
38,38,tweet,2023-11-04 22:29:35+00:00,https://twitter.com/jacksonhinklle/status/1720931324746248517,"🚨🇵🇸 ZIONISTS will try to SILENCE me, but I’ll never stop fighting for PALESTINE! https://t.co/Ch6L3ewUKC",jacksonhinklle,https://x.com/jacksonhinklle,"Miami, FL",2518097,363,18/07/2019,11292,66,3082,TRUE,FALSE,United States of America
39,39,tweet,2023-10-17 18:59:05+00:00,https://twitter.com/TorahJudaism/status/1714355366358548955,"Israel is openly committing genocide against the entire Palestinian people before the eyes of the world.\n\nZionists are destroying Palestinians in a planned and systematic way, like Nazi Germany. Israel will not stop after destroying all the Palestinian people, it will be the turn of the Jews and Christians who are against them.\n\nYou must stop this genocide now. We call on the states of Turkey and Russia to intervene in Israel. Turkey and Russia should be guarantors of the Palestinian state. Israel should be stopped.\n\nZionists are the nazis of today. Israel is the modern Nazi State.\n\nIsrael must be stopped before it is too late.\n\n#NeverAgain \n\n#Gazagenocide \n\n#FreePalestine_Now",TorahJudaism,https://x.com/TorahJudaism,Unknown,252076,837,07/12/2022,2940,163,1898,TRUE,FALSE,Unknown
40,40,tweet,2023-11-03 01:42:52+00:00,https://twitter.com/jacksonhinklle/status/1720255189884522578,"🇦🇪 The UAE ZIONIST Government smeared me on X’s largest space.\n\n🇮🇱 The ISRAELI Government tried to get me BANNED on X.\n\n🇺🇦 The UKRAINIAN Government placed me on their KILL LIST.\n\n🚨 Subscribe to my X Premium for $3 to support my work. I am under attack, but I WILL NOT STOP. https://t.co/rSryPIEl9G",jacksonhinklle,https://x.com/jacksonhinklle,"Miami, FL",2518097,363,18/07/2019,61553,443,8647,TRUE,FALSE,United States of America
41,41,tweet,2023-10-23 06:31:37+00:00,https://twitter.com/TorahJudaism/status/1716341588937294154,"Israel is not a Jewish State, stop calling Israel a Jewish State because Judaism vehemently rejects the Zionist State. Jews will never accept Zionism. You will not see us hanging the Zionist Israel flag in any of our synagogues or houses. https://t.co/Q3FHQTQ7jw",TorahJudaism,https://x.com/TorahJudaism,Unknown,252076,837,07/12/2022,4853,192,2689,TRUE,FALSE,Unknown
42,42,tweet,2023-10-28 15:52:17+00:00,https://twitter.com/YourAnonNews/status/1718294626283483518,"""If you're anti-Zionist, you're antisemitic!"" \nHere are a bunch of Anti-Zionist Jewish people chanting about how Palestinians have the right to live in freedom. \nT-Shirts:""Not in our name/Jews Say Ceasefire now!"" Stop believing in lies.",YourAnonNews,https://x.com/YourAnonNews,The Interwebs,7673640,833,09/04/2011,3532,36,779,FALSE,TRUE,Unknown
43,43,tweet,2023-10-21 23:41:37+00:00,https://twitter.com/jacksonhinklle/status/1715876022623895785,🚨🇮🇱 No matter how many times the lying ZIONISTS and WARPIGS try to CANCEL ME — I will not stop EXPOSING their lies.,jacksonhinklle,https://x.com/jacksonhinklle,"Miami, FL",2518097,363,18/07/2019,20426,73,4504,TRUE,FALSE,United States of America
44,44,tweet,2023-10-18 19:57:06+00:00,https://twitter.com/jacksonhinklle/status/1714732354189627427,"🇮🇱 Silence Zionist, we just want peace in Gaza.\n\nStop pushing WAR PROPAGANDA! https://t.co/EICuHsdmUI",jacksonhinklle,https://x.com/jacksonhinklle,"Miami, FL",2518097,363,18/07/2019,16597,71,2994,FALSE,TRUE,United States of America
45,45,tweet,2023-10-18 07:26:00+00:00,https://twitter.com/aligatie/status/1714543333513757124,"Also stop making it seem like saying FREE PALESTINE is “antisemitic” no one has a problem with Jewish people , we stand against the Israeli government & Zionist movement",aligatie,https://x.com/aligatie,Unknown,343500,161,27/02/2011,12417,53,6831,FALSE,TRUE,Unknown
46,46,tweet,2023-10-26 15:07:46+00:00,https://twitter.com/jacksonhinklle/status/1717558643946561880,🚨 Thank you for 1.6 MILLION followers on X!\n\n🇮🇱 We will NEVER STOP EXPOSING the ZIONIST LIES!\n\n✅ Subscribe to my X Premium for $3 to support my work. https://t.co/Cr9FQagZhU,jacksonhinklle,https://x.com/jacksonhinklle,"Miami, FL",2518097,363,18/07/2019,5205,16,768,TRUE,FALSE,United States of America
47,47,tweet,2023-11-01 11:56:18+00:00,https://twitter.com/jacksonhinklle/status/1719684786711597475,"@benshapiro 🚨🇮🇱 Ben, ISRAEL BOMBED 3,500+ PALESTINIAN CHILDREN since October 7th. Stop the ZIONIST LIES! https://t.co/ywYCAoMzVc",jacksonhinklle,https://x.com/jacksonhinklle,"Miami, FL",2518097,363,18/07/2019,14176,61,3445,TRUE,FALSE,United States of America
48,48,tweet,2023-11-01 15:25:37+00:00,https://twitter.com/jacksonhinklle/status/1719737465836019828,"🇮🇷🇮🇱 Iran’s KHAMENEI:  ""Muslim states must stop the export of oil and food to the Zionist regime."" #NoOilForIsrael @RTErdogan https://t.co/TqBaZKSqkr",jacksonhinklle,https://x.com/jacksonhinklle,"Miami, FL",2518097,363,18/07/2019,8403,90,2472,FALSE,TRUE,United States of America
49,49,tweet,2023-10-16 18:02:06+00:00,https://twitter.com/gurbetogli/status/1713978639446855960,"Who will stop the Zionist murderers? Will the world turn a blind eye to this genocide? The organization that bombed the children's hospital is called a terrorist organization, not a state. #ZionistTerror https://t.co/BYBzH2k9of",gurbetogli,https://x.com/gurbetogli,Unknown,28423,981,21/04/2015,2936,50,1111,TRUE,FALSE,Unknown
50,50,tweet,2023-11-01 14:53:30+00:00,https://twitter.com/JeanGreige/status/1719729382670160294,Stop saying “Jews” when you mean Zionists. Judaism is not the same as Zionism. The most ardent Zionists I know of are white Christians like Joe Biden. Jewish activists shut down grand central yelling “not in our name”. Stop conflating the two.,JeanGreige,https://x.com/JeanGreige,Los Angeles,10484,454,16/08/2011,46800,256,17951,FALSE,TRUE,United States of America
51,51,tweet,2023-10-24 18:41:10+00:00,https://twitter.com/jacksonhinklle/status/1716887572482568577,🇮🇱 Nikki do you have ANY PROOF Hamas beheaded Israeli babies?\n\n🇮🇱 Stop the ZIONIST LIES,jacksonhinklle,https://x.com/jacksonhinklle,"Miami, FL",2518097,363,18/07/2019,15025,60,4613,FALSE,TRUE,United States of America
52,52,tweet,2023-10-25 19:12:08+00:00,https://twitter.com/FiorellaIsabelM/status/1717257753469628425,"Stop saying this is a “complicated” issue. It’s not. It’s very simple, Israel is a suprematist, apartheid occupation committing genocide at the behest of the U.S./UK & their allies. \n\nFrom the words of a former Zionist who is now pro-Palestine 🇵🇸: https://t.co/i2twETKwzw",FiorellaIsabelM,https://x.com/FiorellaIsabelM,Always traveling ✈️,185075,2663,08/06/2009,4101,238,2283,TRUE,FALSE,Unknown
53,53,tweet,2023-10-17 09:06:18+00:00,https://twitter.com/MarioNawfal/status/1714206188982681901,"🚨JUST IN: Iran Leader: ""If the crimes of the Zionist regime continue, no one can stop the Muslims and the resistance forces.""",MarioNawfal,https://x.com/MarioNawfal,Unknown,1345550,19813,22/10/2020,5550,150,1627,TRUE,FALSE,Unknown
54,54,tweet,2023-10-25 18:14:54+00:00,https://twitter.com/muslimthoughtz1/status/1717243350217036218,"He was covering the war against Gaza since 2008. He was detained for 7 years in occupation prisons. Israel destroyed his house multiple times. But he kept reporting and stood still. Today he lost his son, daughter, and wife. \n\nWael Al Dahduh, an example of patience and courage. https://t.co/9V8Mw5w8Ix",muslimthoughtz1,https://x.com/muslimthoughtz1,Unknown,101957,1535,02/06/2021,48142,430,30331,FALSE,TRUE,Unknown
55,55,tweet,2023-10-07 14:06:26+00:00,https://twitter.com/SpiritofHo/status/1710657840757514495,Washington condemned Palestine.\n\nNATO condemned Palestine\n\nThe EU condemned Palestine.\n\nZelensky condemned Palestine.\n\nTake note. These warmongers enable Israel’s occupation of Palestine yet claim to stand with Ukraine.\n\nIt’s a mask off moment for the real warmongers.,SpiritofHo,https://x.com/SpiritofHo,United States,124343,1293,20/01/2014,24681,169,7867,FALSE,TRUE,United States of America
56,56,tweet,2023-10-08 20:09:26+00:00,https://twitter.com/zei_squirrel/status/1711111581591814426,"Rashida Tlaib, the only Palestinian member of Congress, comes out with the best statement, and is now being targeted by far right conservative cretins as well as liberals for simply daring to state the truth about Israel's genocidal occupation of Palestine https://t.co/tHnLLemmeh",zei_squirrel,https://x.com/zei_squirrel,Unknown,238982,0,02/09/2014,38200,160,6804,TRUE,FALSE,Unknown
57,57,tweet,2023-10-14 04:56:07+00:00,https://twitter.com/jacksonhinklle/status/1713056066622148793,"🇮🇱🇵🇸 Al Awda Hospital in Gaza Says: ""The Israeli Occupation contacted us and informed us that it would bomb the hospital with warplanes.""\n\nWhy would Israel commit a massacre against Palestinian civilians in a hospital? https://t.co/aT9Nut8cJc",jacksonhinklle,https://x.com/jacksonhinklle,"Miami, FL",2518097,363,18/07/2019,42550,1046,19051,FALSE,TRUE,United States of America
58,58,tweet,2023-10-25 01:48:35+00:00,https://twitter.com/CensoredMen/status/1716995136129769977,"🇵🇸🇮🇱 Gigi & Bella Hadid have always been Pro-Palestinian due to her father being Palestinian and her family suffering DIRECTLY from the occupation.\n\nWhen Gigi Hadid took to Instagram to show her support for Palestine, Israel’s OFFICIAL account took it upon themselves to publicly shame her for it.\n\nThis lead to her and her family receiving an onslaught of death threats, being relentlessly harassed and also getting doxxed.\n\nYou are bullies @Israel.\n\nThe entire world is beginning to see it.",CensoredMen,https://x.com/CensoredMen,Unknown,1004203,881,17/12/2022,21819,183,8025,FALSE,TRUE,Unknown
